-0.000007,22
-0.000006998,21.60000038
-0.000006996,20.80000114
-0.000006994,18.8000011
-0.000006992,16.8000011
-0.00000699,14.4000006
-0.000006988,10.8000002
-0.000006986,8
-0.000006984,4.4000001
-0.000006982,0.8000000119
-0.00000698,-2.4000001
-0.000006978,-6
-0.000006976,-9.199999809
-0.000006974,-12.8000002
-0.000006972,-15.6000004
-0.00000697,-17.6000004
-0.000006968,-19.6000004
-0.000006966,-20.80000114
-0.000006964,-21.20000076
-0.000006962,-21.60000038
-0.00000696,-21.20000076
-0.000006958,-19.6000004
-0.000006956,-18
-0.000006954,-15.6000004
-0.000006952,-12.4000006
-0.00000695,-9.600000381
-0.000006948,-6
-0.000006946,-2.4000001
-0.000006944,1.2
-0.000006942,4.80000019
-0.00000694,8.800000191
-0.000006938,12.4000006
-0.000006936,15.1999998
-0.000006934,17.6000004
-0.000006932,19.6000004
-0.00000693,21.20000076
-0.000006928,21.60000038
-0.000006926,22
-0.000006924,21.60000038
-0.000006922,20.39999962
-0.00000692,18.8000011
-0.000006918,16.3999996
-0.000006916,14.4000006
-0.000006914,10.8000002
-0.000006912,7.20000029
-0.00000691,4
-0.000006908,0.400000006
-0.000006906,-3.20000005
-0.000006904,-6.80000019
-0.000006902,-9.600000381
-0.0000069,-13.1999998
-0.000006898,-15.6000004
-0.000006896,-18
-0.000006894,-19.6000004
-0.000006892,-20.80000114
-0.00000689,-21.20000076
-0.000006888,-21.20000076
-0.000006886,-20.80000114
-0.000006884,-19.6000004
-0.000006882,-17.6000004
-0.00000688,-15.1999998
-0.000006878,-12.4000006
-0.000006876,-9.199999809
-0.000006874,-5.5999999
-0.000006872,-2
-0.00000687,1.6
-0.000006868,5.20000029
-0.000006866,8.800000191
-0.000006864,12.4000006
-0.000006862,15.6000004
-0.00000686,18
-0.000006858,20
-0.000006856,21.20000076
-0.000006854,22
-0.000006852,22
-0.00000685,21.60000038
-0.000006848,20.39999962
-0.000006846,18.3999996
-0.000006844,16.3999996
-0.000006842,13.6000004
-0.00000684,10.4000006
-0.000006838,7.20000029
-0.000006836,3.60000014
-0.000006834,0
-0.000006832,-3.60000014
-0.00000683,-6.80000019
-0.000006828,-10.4000006
-0.000006826,-13.1999998
-0.000006824,-16
-0.000006822,-18
-0.00000682,-20
-0.000006818,-20.80000114
-0.000006816,-21.60000038
-0.000006814,-21.60000038
-0.000006812,-20.80000114
-0.00000681,-19.2000008
-0.000006808,-17.2000008
-0.000006806,-15.1999998
-0.000006804,-12
-0.000006802,-8.800000191
-0.0000068,-5.20000029
-0.000006798,-1.6
-0.000006796,2
-0.000006794,6
-0.000006792,9.600000381
-0.00000679,12.8000002
-0.000006788,15.6000004
-0.000006786,18
-0.000006784,20.39999962
-0.000006782,21.60000038
-0.00000678,22
-0.000006778,22
-0.000006776,21.20000076
-0.000006774,20
-0.000006772,18
-0.00000677,15.6000004
-0.000006768,13.1999998
